Hydrochinon;h yː d r ɔ x i n oː n
Hydrogencarbonat;h aɪ d r oː ɡ ə n k a r b n n aː t
Hydrogeniumoxid;h aɪ d r o ɡ ə n j ʊ m ɔ k s iː t
hydrogentartrat;h aɪ d r o ɡ ə n t aː r t r aː t
Hydrolyse;h y d r o l yː z ə
Hydroxid;h y d r ɔ k s iː t
Hydroxidion;h y d r ɔ k s i d j oː n
Hydroxyaldehyd;h y d r ɔ k s j a l d ə h yː t
Hydroxyketon;h y d r ɔ k s aɪ k ə t ə n
Hydroxylapatit;h y d r ɔ k s yː l a p a t i t
Hymne;h ʏ m n ə
Hyperkorrektur;h ɪ p ɐ k ɔ r ɛ k t uːɐ ɐ
Hyperlink;h aɪ p ɐ l ɪ ŋ k
Hyperonym;h aɪ p ə r oː n yː m
Hyperoxid;h aɪ p ə r ɔ k s iː t
Hyperschall;h yː p ɐ ʃ a l
Hypnose;h ʏ p n oː z ə
Hypobromit;h y p o b r o m iː t
Hypochlorit;h y p ɔ x l o r ɪ t
Hypochonder;h y p o x ɔ n d ɐ
Hypomanganat;h ʏ p o m ɛ ŋ ɡ aː n a t
Hyponym;h y p o n i m
Hypophosphit;h y p o f o s f ɪ t
Hypophyse;h y p ɔ f yː z ə
Hypostase;h y p ɔ s t aː z ə
Hypothalamus;h y p ɔ t h a l aː m ʊ s
Hypothese;h y p ɔ t eː z ə
Hysteriker;h ʏ s t ə r ɪ k ɐ
Iberer;ʔ iː b ə r ɐ
Ibererin;ʔ iː b ə r ə r ɪ n
Ibis;ʔ iː b ɪ s
Ich;ʔ ɪ ç
Ideal;ʔ i d e aː l
Idealist;ʔ i d e a l ɪ s t
Identitätsnachweis;ʔ i d ɛ n t i t ɛː t s n aː x v aɪ s
Ideologe;ʔ i d e o l oː ɡ ə
Ideologie;ʔ i d e o l o ɡ iː
Idiolatrie;ʔ i d j o l aː t r iː
Idiom;ʔ i d j oː m
Idiot;ʔ ɪ d j oː t
Idiotin;ʔ i d j oː t iː n
Idist;ʔ iː d ɪ s t
Idolatrie;ʔ i d o l aː t r iː
Idol;ʔ i d ɔ l
Idololatrie;ʔ i d o l o l aː t r iː
i-Dötzchen;ʔ iː d øː t s ç ə n
Igelfisch;ʔ iː ɡ ə l f ɪ ʃ
Igel;ʔ iː ɡ ə l
Ignorant;ʔ ɪ ɡ n ɔ r aː n t
Ignoranz;ʔ ɪ ɡ n ɔ r a n ts
Ikone;ʔ i k oː n ə
Ikonoklasmus;ʔ i k oː n o k l a s m ʊ s
Ikonoklast;ʔ i k oː n o k l a s t
Ikosaeder;ʔ iː k o z a eː d ɐ
Illusion;ʔ ɪ l u z j oː n
Illustrator;ʔ ɪ l ʊ s t r aː t ɔ r
Illyrer;ʔ ɪ l yː r ɐ
Illyrerin;ʔ ɪ l yː r ə r ɪ n
Ilmenit;ʔ ɪ l m ɛ n iː t
Iltis;ʔ ɪ l t ɪ s
Image;ʔ ɪ m ɪ tʃ
Image-Problem;ʔ ɪ m ɪ tʃ p r o b l eː m
Imbiss;ʔ ɪ m b ɪ s
Imitation;ʔ i m i t a ts j oː n
Imker;ʔ ɪ m k ɐ
Imkerin;ʔ ɪ m k ə r ɪ n
Immaterialität;ʔ ɪ m a t ə r j a l i t ɛː t
Imme;ʔ ɪ m ə
Immergrün;ʔ ɪ m ɐ ɡ r yː n
Immigrant;ʔ ɪ m i ɡ r a n t
Immunsuppressivum;ʔ ɪ m ʊ n z uː p r ɛ s iː v ʊ m
Immunsystem;ʔ ɪ m ʊ n s ʏ s t eː m
Impedanz;ʔ ɪ m p ɛ d a n ts
Imperator;ʔ ɪ m p e r aː t oːɐ
Imperialismus;ʔ ɪ m p ə r j a l ɪ s m ʊ s
Imperium;ʔ ɪ m p ə r j ʊ m
Impfkristall;ʔ ɪ m p f k r ɪ s t a l
Impfstoff;ʔ ɪ m p f ʃ t ɔ f
Implantat;ʔ ɪ m p l a n t aː t
Implementierung;ʔ ɪ m p l e m ɛ n t iː r ʊ ŋ
Implosion;ʔ ɪ m p l o z j oː n
Importeur;ʔ ɪ m p ɔɐ t øːɐ
Impression;ʔ ɪ m p r ə s j oː n
Impressionismus;ʔ ɪ m p r ə s j oː n ɪ s m ʊ s
Impressionist;ʔ ɪ m p r ə s j o n ɪ s t
Impressum;ʔ ɪ m p r ə s ʊ m
Improvisation;ʔ ɪ m p r o v i z a ts j oː n
Impuls;ʔ ɪ m p ʊ l s
Inauguration;ʔ ɪ n ʔ aʊ ɡ u r a ts j oː n
Inbegriff;ʔ ɪ n b ə ɡ r ɪ f
Inbusschlüssel;ʔ ɪ n b ʊ s ʃ l ʏ s ə l
Inbusschraube;ʔ ɪ n b ʊ s ʃ r aʊ b ə
Incubus;ʔ ɪ ŋ ɡ ʊ b ʊ s
Inder;ʔ ɪ n d ɐ
Inderin;ʔ ɪ n d ə r ɪ n
Indianer;ʔ ɪ n d j aː n ɐ
Indikativ;ʔ ɪ n d i k a t iː f
Indikator;ʔ ɪ n d ɪ k a t t ɐ
Indit;ʔ ɪ n d iː t
Indiumarsenid;ʔ ɪ n d j ʊ m a r z e n iː t
Indiumatom;ʔ ɪ n d j ʊ m a t oː m
Indiumhalogenid;ʔ ɪ n d j ʊ m h a l oː ɡ ə n ɪ d
Indiumion;ʔ ɪ n d j ʊ m j ɔ n
Indiummetall;ʔ ɪ n d j ʊ m ə t a l
Individualisierung;ʔ ɪ n d i v i d u a l i z iː r ʊ ŋ
Individuum;ʔ ɪ n d i v i d u ʊ m
Indiz;ʔ ɪ n d iː ts
Induktionsspannung;ʔ ɪ n d ʊ k ts j oː n s ʃ p a n ʊ ŋ
Industrieland;ʔ ɪ n d ʊ s t r iː l a n t
Industrienation;ʔ ɪ n d ʊ s t r iː n a ts j oː n
Industriezweig;ʔ ɪ n d ʊ s t r iː ts v aɪ k
Inertgas;ʔ iː n ɐ t ɡ a s
Inertgasschweißen;ʔ iː n ɐ t ɡ a s ʃ v aɪ s ə n
Inertialsystem;ʔ iː n ɐ ts j aː l z ʏ s t eː m
Infant;ʔ ɪ n f a n t
Infekt;ʔ ɪ n f ɛ k t
Infektion;ʔ ɪ n f ɛ k ts j oː n
Infektionskrankheit;ʔ ɪ n f ɛ k ts j oː n s k r a ŋ k h aɪ t
Inferno;ʔ ɪ n f ɐ n o
Inflationsrechner;ʔ ɪ n f l a ts j oː n s r ɛ ç n ɐ
Info;ʔ ɪ n f o
Informant;ʔ ɪ n f ɔɐ m a ʔ a n t
Informatiker;ʔ ɪ n f ɔɐ m a ts t ɪ k ɐ
Informationsdienst;ʔ ɪ n f ɔɐ m a ts j oː n s z a i ɛ n s t
Infragestellen;ʔ ɪ n f r aː ɡ ə ʃ t ɛ l ə n
Infrarotbereich;ʔ ɪ n f r aː r ɔ t b ə r aɪ ç
Infrarot;ʔ ɪ n f r a r oː t
Infrarotlicht;ʔ ɪ n f r a r oː t l ɪ ç t
Infrarotteleskop;ʔ ɪ n f r a r ɔ t eː l ɛ s k ɔ p
Ingenieurin;ʔ ɪ n ʒ e n j øː r ɪ n
Ingredienz;ʔ ɪ ŋ ɡ r eː d j ɛ n ts
Ingwer;ʔ ɪ n ɡ v ɐ
Inhaber;ʔ ɪ n h aː b ɐ
Inhalt;ʔ ɪ n h a l t
Inhaltsstoff;ʔ ɪ n h a l t s ʃ t ɔ f
Inhaltsverzeichnis;ʔ ɪ n h a l t s f ɛɐ t s aɪ ç n ɪ s
Inhibitor;ʔ ɪ n h i b i t t ɐ
Initialisierung;ʔ i n i ts j a l i z iː r ʊ ŋ
Initialzünder;ʔ i n i ts j aː l ts ʏ n d ɐ
Initiator;ʔ i n i ts j aː t ɔ r
Inkarnation;ʔ ɪ n k a r n a ts j oː n
Inkrafttreten;ʔ ɪ n k r a f t t r eː t ə n
Inkreis;ʔ ɪ n k r aɪ s
Inkreisradius;ʔ ɪ n k r aɪ s r aː d j ʊ s
Inkubator;ʔ ɪ n k u b aː t ɔ r
Inkunabel;ʔ ɪ n k u n aː b ə l
Inländerin;ʔ ɪ n l ɛ n d ə r ɪ n
Inländer;ʔ ɪ n l ɛ n d ɐ
Innenminister;ʔ ɪ n ə n m i n ɪ s t ɐ
Innenministerium;ʔ ɪ n ə n m i n ɪ s t eːɐ j ʊ m
Innenraum;ʔ ɪ n ə n r aʊ m
Innenschau;ʔ ɪ n ə n ʃ aʊ
Innensenator;ʔ ɪ n ə n z e n aː t oːɐ
Innenstadt;ʔ ɪ n ə n ʃ t a t
Innerorbitalkomplex;ʔ ɪ n ɐ ɔɐ b oː i t aː l k ɔ m p l ɛ k s
Insasse;ʔ ɪ n z a s ə
Insektenkunde;ʔ ɪ n z ɛ k t ə n k ʊ n d ə
Insektizid;ʔ ɪ n z ɛ k t i ts iː t
Inselbewohner;ʔ ɪ n z ɛ l b ə v oː n ɐ
Inspiration;ʔ ɪ n ʃ p i r a ts j oː n
Inspirator;ʔ ɪ n ʃ p i r aː t t ɐ
Installation;ʔ ɪ n s t a l a ts j oː n
Instanz;ʔ ɪ n s t a n ts
Instinkt;ʔ ɪ n s t ɪ ŋ k t
Institution;ʔ ɪ n s t i t u ts j oː n
Instrumental;ʔ ɪ n s t r u m ɛ n t aː l
Instrument;ʔ ɪ n s t r u m ɛ n t
Insulaner;ʔ ɪ n z u l aː n ɐ
Insulin;ʔ ɪ n z u l iː n
Integral;ʔ ɪ n t e ɡ r aː l
Integralzeichen;ʔ ɪ n t e ɡ r ʔ a l ts aɪ ç ə n
Integritätsbereich;ʔ ɪ n t e ɡ r iː t ɛː t s b ə r aɪ ç
Intelligenzquotient;ʔ ɪ n t ɛ l ɪ ɡ ə n ts k v o ts j ə n t
Intendant;ʔ ɪ n t ə n t ʔ a n t
Intensivierung;ʔ ɪ n t ɛ n z i v iː r ʊ ŋ
Intensivstation;ʔ ɪ n t ɛ n z iː f ʃ t a ts j oː n
Intention;ʔ ɪ n t ə n ts j oː n
Interessent;ʔ ɪ n t ə r ɛ s ə n t
Interhalogen;ʔ ɪ n t ɐ h a l oː ɡ ə n
Interieur;ʔ ɛ t ɛ r j øːɐ
Interjektion;ʔ ɪ n t ɐ j ɛ k ts j oː n
Internetanschluss;ʔ ɪ n t ɐ n ɛ t ʔ a n ʃ l ʊ s
Internetzugang;ʔ ɪ n t ɐ n ɛ t t s uː ɡ a ŋ
Internierungslager;ʔ ɪ n t ɐ n iː r ʊ ŋ s l aː ɡ ɐ
Interpret;ʔ ɪ n t ɐ p r e t
Interpunktion;ʔ ɪ n t ɐ p ʊ ŋ k ts j oː n
Interrobang;ʔ ɪ n t ɐ r oː b a ŋ
Intervall;ʔ ɪ n t ɐ v a l
Interview;ʔ ɪ n t ɐ v j uː
Intranet;ʔ ɪ n t r aː n ə t
Intrigant;ʔ ɪ n t r i ɡ a n t
Introjektion;ʔ ɪ n t r o j ɛ k ts j oː n
Introspektion;ʔ ɪ n t r ɔ s p ɛ k ts j oː n
Intrusivgestein;ʔ ɪ n t r uː z iː f ɡ ə ʃ t aɪ n
Intuition;ʔ ɪ n t u i ts j oː n
Invektive;ʔ ɪ n v ɛ k t iː v ə
Inventar;ʔ ɪ n v ɛ n t aː r
Inversion;ʔ ɪ n v ɐ z j oː n
Investition;ʔ ɪ n v ɛ s t i ts j oː n
Investor;ʔ ɪ n v ɛ s t oːɐ
Iodat;j o d a t
Iodatom;j o d a t oː m
Iodbromid;j ɔ t b r o m iː t
Iodid;j o d iː t
Iod;j ɔ t
Ionenaustauscher;j oː n ə n ʔ aʊ s t aʊ ʃ ɐ
Ionenaustausch;j oː n ə n ʔ aʊ s t aʊ ʃ
Ionenbindung;j oː n ə n b ɪ n d ʊ ŋ
Ionenradius;j oː n ə n r aː d j ʊ s
Ion;j oː n
Ionisation;j oː n i z a ts j oː n
Ionisierung;j o n i z iː r ʊ ŋ
Ionisierungsenergie;j o n i z iː r ʊ ŋ s ə n ɐ ɡ iː
Ionosphäre;j oː n o s f ɛː r ə
Iota;j oː t a
Iraner;ʔ i r aː n ɐ
Ire;ʔ iː r ə
Iridium;ʔ i r iː d j ʊ m
Irisch;ʔ iː r ɪ ʃ
Iro;ʔ iː r o
Ironie;ʔ i r o n iː
Irrgarten;ʔ ɪ r ɡ a r t ə n
Irrigation;ʔ ɪ r i ɡ a ts j oː n
Irrsinnigkeit;ʔ ɪ r z ɪ n ɪ ç k aɪ t
Irrtum;ʔ ɪɐ t uː m
Irrwitz;ʔ ɪ r v ɪ t s
Islamistin;ʔ iː s l aː m ɪ s t ɪ n
Islamist;ʔ iː s l aː m ɪ s t
Isländerin;ʔ iː s l ɛ n d ə r ɪ n
Isländer;ʔ iː s l ɛ n d ɐ
Isobar;ʔ i z oː b aː r
Isoglosse;ʔ iː z ɔ dʒ l ɔ s ə
Isolation;ʔ i z o l a ts j oː n
Isolator;ʔ i z o l aː t ɔ r
Isoliermatte;ʔ i z o l iː r m a t ə
Isolierstoff;ʔ i z o l iː r ʃ t ɔ f
Isolierung;ʔ i z o l iː r ʊ ŋ
Isomatte;ʔ i z o m a t ə
Isomer;ʔ i z oː m ɐ
Isomorphismus;ʔ i z o m ɔɐ b f ɪ s m ʊ s
Isopren;ʔ i z o p r ə n
Isotopenaustausch;ʔ i z o t o p ə n ʔ aʊ s t aʊ ʃ
Isotopeneffekt;ʔ i z o t o p eː n ʔ ɛ f ɛ k t
Isotopengemisch;ʔ i z o t oː p ə n ɡ ə m ɪ ʃ
Isotop;ʔ i z o t oː p
Italiener;ʔ i t a l j eː n ɐ
i-Tüpfelchen;ʔ iː t ʏ p f ə l ç ə n
Jacht;j a x t
Jackpot;dʒ ɛ k p ɔ t
Jagdbomber;j aː k t b ɔ m b ɐ
Jagdhund;j aː k t h ʊ n t
Jagd;j aː k t
Jagdleopard;j aː k d l e oː p a r t
Jagdpanzer;j aː k t p a n ts ɐ
Jäger;j ɛː ɡ ɐ
Jägerschnitzel;j ɛː ɡ ɐ ʃ n ɪ t s ə l
Jaguar;j aː ɡ u aː r
Jährchen;j ɛː r ç ə n
Jahresbericht;j aː r ə s b ə r ɪ ç t
Jahresende;j aː r ə s ʔ ɛ n d ə
Jahresendflügelfigur;j aː r ə z ɛ n t f l yː ɡ ə l f i ɡ ʊɐ s
Jahresrückblick;j aː r ə s r ʏ k b l ɪ k
Jahresüberschuss;j aː r ə z yː b ɐ ʃ ʊ s
Jahresumsatz;j aː r ə s ʔ ʊ m z a t s
Jahreswechsel;j aː r ə s v ɛ k s ə l
Jahresweltverbrauch;j aː r ə s v ɛ l t f ɐ b r aʊ x
Jahrgang;j aː r ɡ a ŋ
Jahrtausend;j aː r t aʊ z ə n t
Jahrtausendwende;j aː r t aʊ z ə n t v ɛ n d ə
Jahrzehnt;j aː r ts eː n t
Jakobsmuschel;j aː k ɔ p s m ʊ ʃ ə l
Jalousie;ʒ a l u z iː
Japanerin;j a p a n ə r ɪ n
Jargon;ʒ a r ɡ oː
Jar;j a r
Jasager;j a z a ɡ ɐ
Jasmin;j a s m iː n
Jeep;j iː p
Jein;j aɪ n
Jemenitin;j eː m e n i t iː n
Jemenit;j eː m e n iː t
Jenseits;j eː n z aɪ t s
Jesuit;j eː z u ɪ t
Jet;dʒ ɛ t
Jeton;j eː t ɔ n
Jetzt;j ɛ t s t
Job;dʒ ɔ p
Jochbein;j ɔ x b aɪ n
Joch;j ɔ x
Jodler;j oː d l ɐ
Johannisbrotgewächs;j o h a n i s b r ɔ t ɡ ə v ɛ k s
Joint;dʒ ɔʏ n t
Jolle;j ɔ l ə
Jonglage;ʒ ɔ ŋ l aː ɡ ə
Jongleurin;ʒ ɔ ŋ l øː r ɪ n
Jongleur;ʒ ɔ ŋ l øː r
Jonglieren;ʒ ɔ ŋ l iː r ə n
Jordanier;j ɔɐ t s a n j ɐ
Josefskraut;j oː z ɛ f s k r aʊ t
Jota;j oː t a
Jot;j ɔ t
Journalistin;j uː ɐ n aː l ɪ s t ɪ n
Journalist;ʒ ʊɐ n a l ɪ s t
Journal;ʒ ʊ r n aː l
Jubiläum;j u b i l ɛː ʊ m
Jucken;j ʊ k ə n
Jude;j uː d ə
Judenhass;j uː d ə n h a s
Judenrat;j u d ə n r aː t
Jüdin;j yː d ɪ n
Jugendarbeitslosigkeit;j uː ɡ ə n t ʔ a r b aɪ t s l oː z ɪ ç k aɪ t
Jugendherberge;j uː ɡ ə n t h ɛɐ b ɛɐ ɡ ə
Juli;j uː l i
Junge;j ʊ ŋ ə
Jünger;j ʏ ŋ ɐ
Jungfernfahrt;j ʊ ŋ f ɐ n f aː r t
Jungfernflug;j ʊ ŋ f ɐ n f l uː k
Jungfrau;j ʊ ŋ f r aʊ
Junggeselle;j ʊ ŋ ɡ ə z ɛ l ə
Jüngling;j ʏ ŋ l ɪ ŋ
Junior;j uː n j oːɐ
Junkie;j ʊ ŋ k iː
Jupitermond;j uː p i t ɐ m ɔ n t
Juristin;j u r ɪ s t ɪ n
Jurist;j u r ɪ s t
Justizirrtum;j ʊ s t iː ts i r t uː m
Justizminister;j ʊ s t iː ts m i n ɪ s t ɐ
Juwelier;j u v e l iːɐ
Juwel;j uː v i l
Kabale;k a b aː l ə
Kabarett;k a b a r ɛ t
Käbelchen;k ɛː b ə l ç ə n
Kabelfernsehen;k a b ɛ l f ɐ n z eː ə n
Kabeljau;k a b ə l j aʊ
Kabel;k aː b ə l
Kabine;k a b iː n ə
Kabinett;k a b i n ɛ t
Kabriolett;k ɛ b r i o l ɛ t
Kabuff;k a b ʏ f
Kachel;k a x ə l
Kachelofen;k a x ə l ʔ oː f ə n
Kacke;k a k ə
Kadavergehorsam;k a d aː v ɐ ɡ e h ɔɐ z o a m
Kadaver;k a d aː v ɐ
Kader;k aː d ɐ
Kadett;k a d ɛ t
Käfer;k ɛː f ɐ
Kaffeehaus;k a f eː h aʊ s
Kaffeekanne;k a f eː ə k a n ə
Kaffeeklatsch;k a f e k l a t ʃ
Kaffeelöffel;k a f eː l œ f ə l
Kaffeemaschine;k a f e m a ʃ iː n ə
Kaffeetasse;k a f e t a s ə
Kaffeeweißer;k a f eː v aɪ s ɐ
Käfig;k ɛː f ɪ ç
Kahlkopf;k aː l k ɔ p f
Kahlkopfwürger;k aː l k ɔ p f v yː r ɡ ɐ
Kahn;k aː n
Kaiman;k aɪ m aː n
Kainit;k eː n ɪ t
Kainszeichen;k aɪ n s ts aɪ ç ə n
Kairiner;k aɪ r iː n ɐ
Kaiser;k aɪ z ɐ
Kaiserpinguin;k aɪ z ɐ p ɪ ŋ ɡ u ɪ n
Kaiserreich;k aɪ z ɐ r aɪ ç
Kaisertum;k aɪ z ɐ t uː m
Kaiserwetter;k aɪ z ɐ v ɛ t ɐ
Kajüte;k aː j yː t ə
Kakadu;k a k aː d u
Kakao;k a k aʊ
Kakerlake;k a k ɐ l aː k ə
Kakerlak;k a k ɐ l a k
Kaktusfeige;k a k t ʊ s f aɪ ɡ ə
Kalb;k a l p
Kalbsbraten;k a l p s b r aː t ə n
Kalbshaxe;k a l p s h a k s ə
Kalbsleber;k a l p s l eː b ɐ
Kalbsleberwurst;k a l p s l eː b ɐ v ʊɐ s t
Kalenderwoche;k a l ɛ n d ɐ v ɔ x ə
Kaliber;k a l iː b ɐ
Kalifat;k a l i f aː t
Kalifeldspat;k a l iː f ɛ l t s p a t
Kali;k aː l i
Kaliumamalgam;k aː l j ʊ m a m a l ɡ ə m
Kaliumdichromat;k aː l j ʊ m d i ç r o m aː t
Kaliumoxid;k aː l j ʊ m ɔ k s iː t
Kaliumpermanganat;k aː l j ʊ m p ɐ m a ŋ ɡ aː n a t
Kalk;k a l k
Kalkspat;k a l k s p a t
Kalmar;k a l m a r
Kalorie;k a l o r iː
Kalorimeter;k a l oː r iː m eː t ɐ
Kalotte;k a l oː t ə
Kältewelle;k ɛ l t ə v ɛ l ə
Kaltschale;k a l t ʃ aː l ə
Kalvinist;k a l v i n ɪ s t
Kamacit;k a m a ts iː t
Kamelie;k a m eː l iː
Kamel;k a m ə l
Kamelle;k a m ɛ l ə
Kamerad;k a m ə r aː t
Kamerunerin;k a m ə r uː n ə r ɪ n
Kameruner;k a m ə r uː n ɐ
Kamille;k a m ɪ l ə
Kamin;k a m iː n
Kammerjäger;k a m ɐ j ɛː ɡ ɐ
Kamm;k a m
Kampfeinsatz;k a m p f ʔ aɪ n z a t s
Kämpferin;k ɛ m p f ə r ɪ n
Kampfer;k a m p f ɐ
Kämpfer;k ɛ m p f ɐ
Kampfflugzeug;k a m p f f l uː k ts ɔʏ k
Kampfhund;k a m p f h ʊ n t
Kampfjet;k a m p f j eː
Kampf;k a m p f
Kampfkunst;k a m p f k ʊ n s t
Kampfspiel;k a m p f ʃ p iː l
Kampfstoff;k a m p f ʃ t ɔ f
Kamp;k a m p
Kanadierin;k a n aː d j ə r ɪ n
Kanake;k a n aː k ə
Kanapee;k a n a p e
Kanarienvogel;k a n a r iː ə n f oː ɡ ə l
Kandidatin;k a n d i d a t iː n
Kandidat;k a n d i d aː t
Kandidatur;k a n d i d a t uːɐ
Känguruh;k ɛ ŋ ɡ u r u
Känguru;k ɛ ŋ ɡ u r u
Kaninchendrahtzaun;k a n iː n ç ə n t r aː t s ʔ aʊ n
Kaninchen;k a n iː n ç ə n
Kännchen;k ɛ n ç ə n
Kanne;k a n ə
Kannibale;k a n ɪ b aː l ə
Kanone;k a n oː n ə
Kanonenkugel;k a n o n ə n k uː ɡ ə l
Kanonier;k a n oː n iː ə
Kanon;k aː n ɔ n
Kante;k a n t ə
Kantine;k a n t iː n ə
Kanufahrer;k a n ʔ uː f aː r ɐ
Kanu;k aː n u
Kanute;k a n u t ə
Kanzlei;k a n ts l aɪ
Kanzleramt;k a n ts l ɐ ʔ a m t
Kanzlerin;k a n ts l ə r ɪ n
Kanzler;k a n ts l ɐ
Kaolin;k a ʔ oː l ɪ n
Kapaun;k aː p aʊ n
Kapelle;k a p ɛ l ə
Kapellmeister;k a p ɛ l m aɪ s t ɐ
Kapente;k a p ɛ n t ə
Kaper;k aː p ɐ
Kapitalabfluss;k a p i t a l a p f l ʊ s
Kapitalist;k a p i t a l ɪ s t
Kapitalverkehr;k a p aɪ t aː l f ɐ k eː r
Kapitalverkehrskontrolle;k a p aɪ t aː l f ɐ k eː ɐ s k ɔ n t r ɔ l ə
Kapitalzufluss;k a p i t aː l ts u f l ʊ s
Kapitän;k a p i t ɛː n
Kapitel;k a p ɪ t ə l
Kap;k a p
Kaplan;k a p l aː n
Kaplöwe;k a p l øː v ə
Kapo;k aː p o
Kappa;k a p a
Kapuze;k a p uː ts ə
Kapuzenameisenwürger;k a p uː ts ə n a m aɪ z ə n v yː r ɡ ɐ
Karabiner;k a r a b iː n ɐ
Karambolage;k a r a m b o l aː ɡ ə
Karat;k a r aː t
Karawane;k a r a v aː n ə
Karawanserei;k a r aː v a n z ə r aɪ
Karbonatit;k a r b n n aː t ɪ t
Karde;k a r d ə
Kardinal;k a r d i n aː l
Kardiologe;k ɛ r d i o l oː ɡ ə
Kardiologin;k ɛ r d i o l oː ɡ ɪ n
Karerin;k a r ə r ɪ n
Karer;k aː r ɐ
Karfreitag;k aː r f r aɪ t aː k
Karies;k aː r iː s
Karikaturistin;k a r i k a t u r ɪ s t ɪ n
Karikaturist;k a r i k a t u r ɪ s t
Kar;k a r
Karlchen;k a r l ç ə n
Karlsruher;k a r l s r uːɐ
Karmin;k a r m ɪ n
Karo;k aː r o
Karosserie;k a r ɔ s e r iː
Karotte;k a r ɔ t ə
Karpaltunnel;k a r p a l t ʊ n ə l
Karpfen;k a r p f ə n
Karree;k a r eː
Karre;k a r ə
Karteikasten;k a r t aɪ k a s t ə n
Kartenhaus;k a r t ə n h aʊ s
Kartenstapel;k a r t ə n ʃ t aː p ə l
Karthager;k a r t h aː ɡ ɐ
Kartoffelchip;k a r t ɔ f ə l ç ɪ p
Kartoffelsalat;k a r t ɔ f ə l z a l aː t
Kartoffelteig;k a r t ɔ f ə l t aɪ k
Kartografin;k a r t n ɡ r aː f iː n
Kartograf;k a r t n ɡ r aː f
Kartographin;k a r t n ɡ r a f iː n
Kartograph;k a r t n ɡ r aː f
Karton;k a r t ɔ ŋ
Karzinom;k a r ts i n oː m
Kasache;k a z a x ə
Kaschemme;k a s ç eː m ə
Käsebrot;k ɛː z ə b r oː t
Käseigel;k ɛː s ʔ aɪ ɡ ə l
Käsemacherin;k ɛː z ə m a x ə r ɪ n
Käsemacher;k ɛː z ə m a x ɐ
Käsereibe;k ɛː z ə r aɪ b ə
Kasino;k a z iː n o
Kaskade;k a s k aː d ə
Kassa;k a s a
Kasse;k a s ə
Kassenbon;k a s ə n b oː n
Kassenpatientin;k a s ə n p a ts j ɛ n t ɪ n
Kassenpatient;k a s ə n p a ts j ɛ n t
Kassettenrekorder;k a s ɛ t ə n r e k ɔɐ t ə n ɐ
Kassierer;k a s iː r ɐ
Kassiterit;k a s ɪ t ə r iː t
Kastanie;k a s t aː n j ə
Kastanienbaum;k a s t aː n j ə n b aʊ m
Kastanienente;k a s t aː n j ə n ə n t ə
Kastanienholz;k a s t aː n j ə n h ɔ l ts
Kästchen;k ɛ s t ç ə n
Kastenwagen;k a s t ə n v aː ɡ ə n
Kasus;k aː z ʊ s
Katalane;k a t a l aː n ə
Katalanin;k a t a l aː n ɪ n
Katalase;k a t a l aː z ə
Katalog;k a t a l oː k
Katalysatorgift;k ə t a l y z a t ɔɐ ɡ ɛ ɪ f t
Katalysator;k ə t a l y z a t ɔ r
Katalyse;k ə t a l yː z ə
Katalysemechanismus;k ə t a l ʏ z e m e ç a n ɪ s m ʊ s
Katamaran;k a t a m a r aː n
Katapult;k a t a p ʊ l t
Katarakt;k a t ʔ a r a k t
Katarrh;k a t ʔ a r
Katarr;k a t ʔ a r
Katastralgemeinde;k a t a ʃ t r aː l ɡ ə m aɪ n d ə
Katastrophenschutz;k a t a s t r oː f ə n ʃ ʊ t s
Katatonie;k a t a t oː n j ə
Katechismus;k a t ɛ ç ɪ s m ʊ s
Kate;k a t e
Kater;k aː t ɐ
Kathode;k a t oː d ə
Katholik;k a t o l ɪ k
Kation;k a ts j oː n
Kätzchen;k ɛ t s ç ə n
Katzenklo;k a t s ə n k l oː
Katzenstreu;k a t s ə n ʃ t r ɔʏ
Katzenwelpe;k a t s ə n v ɛ l p ə
Katz-und-Maus-Spiel;k a t s ʔ ʊ n t m aʊ s ʃ p iː l
Käufer;k ɔʏ f ɐ
Kauffrau;k aʊ f r aʊ
Kaufhaus;k aʊ f h aʊ s
Kauf;k aʊ f
Kaufkraft;k aʊ f k r a f t
Kaufmann;k aʊ f m a n
Kaufmanns-Und;k aʊ f m a n s ʔ ʊ n t
Kaufpreis;k aʊ f p r aɪ s
Kaugummi;k aʊ ɡ ʊ m i
Kaugummikugel;k aʊ ɡ ʊ m i k uː ɡ ə l
Kaulquappe;k aʊ l k v a p ə
Kautschuk;k aʊ t s ç ʊ k
Kauz;k aʊ ts
Kavalier;k a v a l j ɐ
Kefe;k ə f ə
Kefir;k ə f i r
Kegel;k eː ɡ ə l
Kehle;k eː l ə
Kehrseite;k eːɐ z aɪ t ə
Kehrtwende;k eː r t v ɛ n d ə
Kehrwert;k eː r v ɐ t
Keiler;k aɪ l ɐ
Keim;k aɪ m
Kelchblatt;k ɛ l ç b l a t
Kelch;k ɛ l ç
Kellergeschoss;k ɛ l ɐ ɡ ə ʃ ɔ s
Kellnerin;k ɛ l n ə r ɪ n
Kellner;k ɛ l n ɐ
Kelte;k ɛ l t ə
Keltibererin;k ɛ l t iː b ə r ə r ɪ n
Keltiberer;k ɛ l t iː b ə r ɐ
Kelvin;k ɛ l v ɪ n
Kennzeichnung;k ɛ n ts aɪ ç n ʊ ŋ
Keramik;k e r aː m ɪ k
Kerbel;k ɛɐ b ə l
